,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
82977,2024,MI,FT,Software Engineer,250000,USD,250000,US,0,US,M
82978,2024,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M
82980,2024,SE,FT,Machine Learning Engineer,281500,USD,281500,US,0,US,M
82981,2024,SE,FT,Machine Learning Engineer,187700,USD,187700,US,0,US,M
82982,2024,SE,FT,Research Engineer,300000,USD,300000,US,100,US,M
82983,2024,SE,FT,Research Engineer,200000,USD,200000,US,100,US,M
82984,2024,SE,FT,Software Development Engineer,183600,USD,183600,US,0,US,M
82986,2024,MI,FT,Engineering Manager,182780,USD,182780,CA,100,CA,M
82992,2024,SE,FT,Manager,264000,USD,264000,CA,100,CA,M
82993,2024,SE,FT,Manager,176000,USD,176000,CA,100,CA,M
82994,2024,MI,FT,Manager,156000,USD,156000,CA,0,CA,M
82995,2024,MI,FT,Manager,85000,USD,85000,CA,0,CA,M
82996,2024,MI,FT,Software Engineer,350000,USD,350000,US,0,US,M
82999,2024,MI,FT,AI Engineer,149000,USD,149000,US,100,US,M
83002,2024,SE,FT,Data Scientist,145620,USD,145620,US,100,US,M
83006,2024,MI,FT,Data Scientist,338000,USD,338000,US,100,US,M
83007,2024,MI,FT,Data Scientist,164000,USD,164000,US,100,US,M
83008,2024,SE,FT,Data Scientist,244000,USD,244000,US,0,US,M
83010,2024,SE,FT,Data Scientist,214500,USD,214500,CA,0,CA,M
83011,2024,SE,FT,Data Scientist,156000,USD,156000,CA,0,CA,M
83012,2024,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
83015,2024,MI,FT,Data Scientist,65000,USD,65000,US,0,US,M
83016,2024,MI,FT,Software Engineer,94000,USD,94000,US,0,US,M
83019,2024,MI,FT,Research Scientist,143100,USD,143100,US,0,US,M
83023,2024,MI,FT,Manager,149000,USD,149000,US,0,US,M
83024,2024,MI,FT,Software Engineer,185000,USD,185000,US,100,US,M
83027,2024,SE,FT,Product Manager,98400,USD,98400,TR,0,TR,M
83029,2024,SE,FT,Product Manager,98400,USD,98400,GB,0,GB,M
83030,2024,SE,FT,Product Manager,145620,USD,145620,IL,0,IL,M
83032,2024,SE,FT,Product Manager,145620,USD,145620,US,0,US,M
83039,2024,SE,FT,Product Manager,98400,USD,98400,FI,0,FI,M
83042,2024,MI,FT,Software Engineer,189000,USD,189000,US,0,US,M
83045,2024,MI,FT,Software Engineer,180000,USD,180000,US,100,US,M
83046,2024,MI,FT,Software Engineer,210000,USD,210000,US,100,US,M
83055,2024,MI,FT,Software Engineer,124000,USD,124000,US,0,US,M
83056,2024,MI,FT,Software Engineer,155000,USD,155000,US,0,US,M
83058,2024,MI,FT,Analyst,170000,USD,170000,US,100,US,M
83059,2024,MI,FT,Analyst,155000,USD,155000,US,100,US,M
83060,2024,MI,FT,Analyst,170000,USD,170000,US,100,US,M
83061,2024,MI,FT,Analyst,155000,USD,155000,US,100,US,M
83062,2024,MI,FT,Analyst,170000,USD,170000,US,100,US,M
83064,2024,MI,FT,Analyst,170000,USD,170000,US,100,US,M
83068,2024,SE,FT,Cloud Engineer,165000,USD,165000,US,100,US,M
83070,2024,EN,FT,Research Scientist,280000,USD,280000,US,100,US,M
83073,2024,EN,FT,Product Analyst,104000,USD,104000,US,100,US,M
83074,2024,SE,FT,Product Manager,300000,USD,300000,US,100,US,M
83075,2024,SE,FT,Product Manager,250000,USD,250000,US,100,US,M
83076,2024,SE,FT,Statistician,150000,USD,150000,CA,0,CA,M
83080,2024,SE,FT,Statistician,175000,USD,175000,US,0,US,M
83081,2024,SE,FT,Statistician,150000,USD,150000,US,0,US,M
83082,2024,SE,FT,Statistician,150000,USD,150000,CA,0,CA,M
83084,2024,SE,FT,Engineer,264200,USD,264200,US,0,US,M
83086,2024,SE,FT,Backend Engineer,500000,USD,500000,US,0,US,M
83087,2024,SE,FT,Backend Engineer,100000,USD,100000,US,0,US,M
83089,2024,MI,FT,Data Scientist,24000,EUR,26666,SK,0,SK,M
83091,2024,SE,FT,Head of Data,154700,USD,154700,US,100,US,M
83094,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M
83097,2024,MI,FT,Data Scientist,136300,USD,136300,US,0,US,M
83100,2024,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
83103,2024,EN,FT,Machine Learning Engineer,116000,USD,116000,US,0,US,M
83105,2024,EN,FT,Research Engineer,98300,USD,98300,US,0,US,M
83107,2024,MI,FT,Software Development Engineer,135400,USD,135400,US,0,US,M
83108,2024,SE,FT,Machine Learning Engineer,250600,USD,250600,US,0,US,M
83109,2024,SE,FT,Machine Learning Engineer,135400,USD,135400,US,0,US,M
83112,2024,EX,FT,Data Engineer,208300,USD,208300,US,0,US,M
83113,2024,EX,FT,Data Engineer,170498,USD,170498,US,0,US,M
83114,2024,MI,FT,Data Engineer,151300,USD,151300,US,0,US,M
83117,2024,MI,FT,Data Engineer,124300,USD,124300,US,0,US,M
83118,2024,SE,FT,Data Engineer,201400,USD,201400,US,0,US,M
83119,2024,SE,FT,Data Engineer,134200,USD,134200,US,0,US,M
83121,2024,MI,FT,Data Engineer,60300,USD,60300,US,0,US,M
83123,2024,MI,FT,Data Analyst,52707,USD,52707,US,0,US,M
83126,2024,EN,FT,Data Analyst,95000,USD,95000,US,0,US,M
83127,2024,EN,FT,Data Analyst,84000,USD,84000,US,0,US,M
83128,2024,MI,FT,Applied Scientist,208800,USD,208800,US,0,US,M
83130,2024,MI,FT,AI Specialist,237500,USD,237500,US,0,US,M
83131,2024,MI,FT,AI Specialist,130000,USD,130000,US,0,US,M
83132,2024,EN,FT,Data Governance Analyst,95000,USD,95000,CA,0,CA,M
83134,2024,MI,FT,Engineer,84630,USD,84630,US,0,US,M
83136,2024,MI,FT,Research Scientist,208000,USD,208000,US,0,US,M
83137,2024,MI,FT,Research Scientist,143000,USD,143000,US,0,US,M
83138,2024,SE,FT,Software Engineer,280000,USD,280000,US,0,US,M
83140,2024,MI,FT,Software Engineer,251000,USD,251000,US,0,US,M
83141,2024,MI,FT,Software Engineer,170200,USD,170200,US,0,US,M
83143,2024,SE,FT,Software Development Engineer,137600,USD,137600,US,0,US,M
83145,2024,MI,FT,Software Engineer,83600,USD,83600,CA,0,CA,M
83150,2024,SE,FT,Manager,293800,USD,293800,US,0,US,M
83155,2024,MI,FT,Research Analyst,78000,USD,78000,US,0,US,M
83156,2024,SE,FT,Manager,179000,USD,179000,US,0,US,M
83157,2024,SE,FT,Manager,127000,USD,127000,US,0,US,M
83159,2024,SE,FT,Platform Engineer,137600,USD,137600,US,0,US,M
83160,2024,SE,FT,Software Engineer,250200,USD,250200,US,0,US,M
83162,2024,SE,FT,Manager,75000,GBP,93750,US,0,US,M
83163,2024,SE,FT,Manager,60000,GBP,75000,US,0,US,M
83164,2024,MI,FT,Engineer,95000,GBP,118750,US,0,US,M
83167,2024,SE,FT,Associate,45000,USD,45000,US,0,US,M
83169,2024,SE,FT,Software Engineer,101566,USD,101566,US,0,US,M
83170,2024,MI,FT,Analyst,137000,USD,137000,US,0,US,M
83171,2024,MI,FT,Analyst,60300,USD,60300,US,0,US,M
83172,2024,EN,FT,Data Analyst,131300,USD,131300,US,0,US,M
83173,2024,EN,FT,Data Analyst,93400,USD,93400,US,0,US,M
83177,2024,MI,FT,Data Manager,71500,USD,71500,US,100,US,M
83181,2024,SE,FT,Machine Learning Engineer,172300,USD,172300,US,0,US,M
83184,2024,MI,FT,Data Modeler,170038,USD,170038,US,100,US,M
83189,2024,SE,FT,Data Governance Analyst,97500,USD,97500,US,0,US,M
83190,2024,SE,FT,Data Architect,199100,USD,199100,US,100,US,M
83191,2024,SE,FT,Data Architect,116300,USD,116300,US,100,US,M
83192,2024,SE,FT,Data Architect,246000,USD,246000,US,0,US,M
83193,2024,SE,FT,Data Architect,118000,USD,118000,US,0,US,M
83197,2024,SE,FT,Analyst,84000,USD,84000,US,0,US,M
83198,2024,EN,FT,Business Intelligence Analyst,94000,USD,94000,CA,0,CA,M
83201,2024,SE,FT,Bioinformatics Scientist,126800,USD,126800,US,0,US,M
83202,2024,SE,FT,Data Engineer,126500,USD,126500,US,0,US,M
83204,2024,EN,FT,Data Analyst,45000,EUR,50000,FR,0,FR,M
83207,2024,EN,FT,Data Analyst,57452,USD,57452,US,0,US,M
83210,2024,EN,FT,Data Analyst,87552,USD,87552,US,100,US,M
83215,2024,SE,FT,Engineer,80000,USD,80000,US,0,US,M
83218,2024,SE,FT,Data Scientist,123164,USD,123164,US,0,US,M
83221,2024,MI,FT,Data Scientist,97100,USD,97100,US,0,US,M
83222,2024,EN,FT,Data Scientist,81075,USD,81075,US,0,US,M
83224,2024,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
83226,2024,SE,FT,Data Engineer,56000,EUR,62222,AT,0,AT,M
83227,2024,SE,FT,Data Engineer,56000,EUR,62222,AT,0,AT,M
83228,2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
83230,2024,SE,FT,Data Engineer,176000,USD,176000,US,0,US,M
83231,2024,SE,FT,Data Engineer,72700,USD,72700,US,0,US,M
83232,2024,SE,FT,Data Engineer,181300,USD,181300,US,0,US,M
83236,2024,SE,FT,Data Architect,257400,USD,257400,US,100,US,M
83238,2024,SE,FT,Data Architect,196000,USD,196000,US,0,US,M
83240,2024,EN,FT,Research Scientist,81075,USD,81075,US,0,US,M
83244,2024,SE,FT,Engineer,230000,USD,230000,US,0,US,M
83247,2024,SE,FT,Platform Engineer,85788,USD,85788,US,100,US,M
83251,2024,EN,FT,Analyst,41500,USD,41500,US,0,US,M
83257,2024,MI,FT,Associate,70000,USD,70000,US,0,US,M
83261,2024,SE,FT,Systems Engineer,109300,USD,109300,US,0,US,M
83267,2024,SE,FT,Data Scientist,90000,USD,90000,US,0,US,M
83268,2024,SE,FT,Data Scientist,416000,USD,416000,US,0,US,M
83269,2024,SE,FT,Data Scientist,208000,USD,208000,US,0,US,M
83270,2024,SE,FT,Data Engineer,170040,USD,170040,US,0,US,M
83272,2024,SE,FT,Data Engineer,260590,USD,260590,US,0,US,M
83274,2024,SE,FT,Data Engineer,203940,USD,203940,US,0,US,M
83275,2024,SE,FT,Data Engineer,101970,USD,101970,US,0,US,M
83277,2024,EN,FT,Data Engineer,79310,USD,79310,US,0,US,M
83280,2024,SE,FT,Data Engineer,51060,GBP,63825,GB,0,GB,M
83281,2024,SE,FT,Data Engineer,45954,GBP,57442,GB,0,GB,M
83285,2024,SE,FT,Machine Learning Engineer,150700,USD,150700,US,0,US,M
83287,2024,SE,FT,Data Architect,138080,USD,138080,US,0,US,M
83288,2024,SE,FT,Research Scientist,225000,USD,225000,US,0,US,M
83292,2024,MI,FT,Data Manager,50000,GBP,62500,GB,0,GB,M
83296,2024,SE,FT,AI Architect,170000,USD,170000,US,0,US,M
83298,2024,SE,FT,Analyst,110000,USD,110000,US,0,US,M
83299,2024,SE,FT,Analyst,60000,USD,60000,US,0,US,M
83303,2024,MI,FT,Manager,62874,GBP,78592,GB,0,GB,M
83305,2024,MI,FT,Manager,104000,USD,104000,US,0,US,M
83307,2024,SE,FT,Research Scientist,175000,USD,175000,US,0,US,M
83308,2024,SE,FT,Software Engineer,225000,USD,225000,US,0,US,M
83309,2024,SE,FT,Software Engineer,150000,USD,150000,US,0,US,M
83310,2024,SE,FT,Engineer,182000,USD,182000,US,100,US,L
83311,2024,SE,FT,Engineer,81400,USD,81400,US,100,US,L
83312,2024,MI,FT,DevOps Engineer,175000,USD,175000,US,0,US,M
83313,2024,MI,FT,DevOps Engineer,80000,USD,80000,US,0,US,M
83314,2024,SE,FT,Solutions Architect,312800,USD,312800,US,0,US,L
83320,2024,EN,FT,Data Scientist,115000,USD,115000,US,0,US,M
83321,2024,EN,FT,Data Scientist,90000,USD,90000,US,0,US,M
83323,2024,MI,FT,Data Scientist,125500,USD,125500,US,0,US,L
83324,2024,SE,FT,Applied Scientist,308000,USD,308000,US,100,US,M
83325,2024,SE,FT,Applied Scientist,202300,USD,202300,US,100,US,M
83326,2024,MI,FT,Manager,286000,USD,286000,US,0,US,L
83327,2024,MI,FT,Manager,165500,USD,165500,US,0,US,L
83328,2024,MI,FT,Data Engineer,174000,USD,174000,US,100,US,M
83329,2024,MI,FT,Data Engineer,147900,USD,147900,US,100,US,M
83330,2024,SE,FT,Software Engineer,247500,USD,247500,US,100,US,M
83331,2024,SE,FT,Software Engineer,162563,USD,162563,US,100,US,M
83333,2024,SE,FT,Software Engineer,180000,USD,180000,US,0,US,M
83334,2024,EN,FT,Engineer,200000,USD,200000,US,0,US,L
83335,2024,EN,FT,Engineer,99500,USD,99500,US,0,US,L
83336,2024,EN,FT,Engineer,176060,USD,176060,US,0,US,L
83337,2024,EN,FT,Engineer,72780,USD,72780,US,0,US,L
83342,2024,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
83343,2024,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
83346,2024,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
83347,2024,SE,FT,Machine Learning Engineer,227000,USD,227000,US,0,US,M
83348,2024,SE,FT,Manager,250000,USD,250000,US,0,US,M
83349,2024,SE,FT,Manager,200000,USD,200000,US,0,US,M
83350,2024,MI,FT,BI Developer,110000,USD,110000,US,0,US,M
83351,2024,MI,FT,BI Developer,90000,USD,90000,US,0,US,M
83352,2024,SE,FT,Robotics Engineer,240000,USD,240000,US,0,US,M
83355,2024,SE,FT,Engineer,54750,EUR,60833,NL,100,NL,M
83356,2024,SE,FT,Data Analyst,106676,USD,106676,US,100,US,M
83357,2024,SE,FT,Data Analyst,82852,USD,82852,US,100,US,M
83359,2024,SE,FT,Data Analyst,135150,USD,135150,US,0,US,M
83360,2024,MI,FT,Data Analyst,200000,USD,200000,US,0,US,M
83361,2024,MI,FT,Data Analyst,114000,USD,114000,US,0,US,M
83362,2024,MI,FT,Data Analyst,86400,USD,86400,US,0,US,M
83364,2024,EN,FT,Data Analyst,131100,USD,131100,US,0,US,M
83366,2024,SE,FT,Data Analyst,147471,USD,147471,US,100,US,M
83367,2024,SE,FT,Data Analyst,90834,USD,90834,US,100,US,M
83372,2024,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M
83374,2024,MI,FT,Data Scientist,86691,USD,86691,US,0,US,M
83376,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
83377,2024,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
83378,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
83380,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
83383,2024,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
83384,2024,MI,FT,Data Engineer,95000,USD,95000,US,100,US,M
83386,2024,SE,FT,Data Manager,180000,USD,180000,US,100,US,M
83389,2024,SE,FT,Data Manager,113000,USD,113000,US,100,US,M
83391,2024,MI,FT,Data Manager,54964,USD,54964,US,0,US,M
83392,2024,SE,FT,Analytics Engineer,214500,USD,214500,CA,0,CA,M
83394,2024,SE,FT,Analytics Engineer,214500,USD,214500,CA,0,CA,M
83395,2024,SE,FT,Analytics Engineer,156000,USD,156000,CA,0,CA,M
83396,2024,SE,FT,Analytics Engineer,244000,USD,244000,US,0,US,M
83399,2024,EN,FT,AI Engineer,38580,EUR,42866,AT,0,AT,M
83402,2024,MI,FT,Data Operations Manager,110000,USD,110000,US,0,US,M
83406,2024,MI,FT,Manager,105000,USD,105000,US,0,US,M
83407,2024,MI,FT,Manager,81500,USD,81500,US,0,US,M
83409,2024,SE,FT,Data Governance Lead,88761,USD,88761,US,0,US,M
83410,2024,SE,FT,Solutions Architect,156000,USD,156000,CA,0,CA,M
83414,2024,SE,FT,Software Engineer,215000,USD,215000,US,0,US,M
83420,2024,MI,FT,Associate,167500,USD,167500,US,0,US,M
83423,2024,SE,FT,Solutions Architect,169000,USD,169000,US,0,US,M
83424,2024,SE,FT,Software Engineer,242000,USD,242000,US,0,US,M
83428,2024,SE,FT,Manager,170000,USD,170000,US,0,US,M
83430,2024,MI,FT,Engineer,244700,USD,244700,US,100,US,M
83431,2024,MI,FT,Engineer,163100,USD,163100,US,100,US,M
83433,2024,SE,FT,Software Engineer,150000,USD,150000,US,0,US,M
83434,2024,SE,FT,Software Engineer,283780,USD,283780,US,0,US,M
83439,2024,MI,FT,Manager,240000,USD,240000,US,0,US,M
83440,2024,MI,FT,Product Manager,385000,USD,385000,US,0,US,M
83442,2024,SE,FT,Engineer,225000,USD,225000,US,0,US,M
83443,2024,SE,FT,Engineer,150000,USD,150000,US,0,US,M
83447,2024,MI,FT,Software Engineer,65000,USD,65000,US,0,US,M
83448,2024,MI,FT,Manager,115000,USD,115000,US,0,US,M
83450,2024,MI,FT,Associate,99000,USD,99000,US,0,US,M
83451,2024,MI,FT,Associate,52000,USD,52000,US,0,US,M
83454,2024,SE,CT,AI Engineer,120000,USD,120000,PL,100,US,S
83455,2024,SE,FT,Engineer,237500,USD,237500,US,0,US,M
83459,2024,MI,FT,Data Analyst,183000,USD,183000,US,0,US,M
83460,2024,MI,FT,Data Analyst,83400,USD,83400,US,0,US,M
83461,2024,SE,FT,Data Analyst,40403,GBP,50503,US,0,US,M
83462,2024,SE,FT,Data Analyst,32827,GBP,41033,US,0,US,M
83463,2024,EN,FT,Data Analyst,67500,GBP,84375,GB,0,GB,M
83464,2024,EN,FT,Data Analyst,54000,GBP,67500,GB,0,GB,M
83465,2024,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M
83467,2024,MI,FT,Data Analyst,90011,USD,90011,CA,0,CA,M
83468,2024,MI,FT,Data Analyst,68561,USD,68561,CA,0,CA,M
83470,2024,EN,FT,Data Analyst,75800,USD,75800,US,0,US,M
83471,2024,SE,FT,Software Engineer,209700,USD,209700,US,0,US,M
83472,2024,SE,FT,Software Engineer,123300,USD,123300,US,0,US,M
83474,2024,MI,FT,Data Specialist,80000,USD,80000,US,0,US,M
83481,2024,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
83482,2024,SE,FT,Data Scientist,139400,USD,139400,US,0,US,M
83483,2024,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
83484,2024,SE,FT,Data Scientist,139400,USD,139400,US,0,US,M
83485,2024,MI,FT,Data Scientist,208800,USD,208800,US,0,US,M
83486,2024,MI,FT,Data Scientist,98300,USD,98300,US,0,US,M
83488,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
83489,2024,EN,FT,Data Scientist,34895,GBP,43618,US,0,US,M
83490,2024,EN,FT,Data Scientist,34895,GBP,43618,US,0,US,M
83496,2024,SE,FT,Data Architect,96600,USD,96600,US,0,US,M
83499,2024,SE,FT,Data Engineer,235400,USD,235400,US,0,US,M
83500,2024,SE,FT,Data Engineer,188698,USD,188698,US,0,US,M
83501,2024,SE,FT,Data Engineer,235400,USD,235400,US,0,US,M
83502,2024,SE,FT,Data Engineer,205000,USD,205000,US,0,US,M
83506,2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M
83507,2024,EX,FT,Data Product Manager,190000,USD,190000,US,0,US,M
83508,2024,EX,FT,Data Product Manager,170000,USD,170000,US,0,US,M
83509,2024,SE,FT,Machine Learning Engineer,389500,USD,389500,US,0,US,M
83510,2024,SE,FT,Machine Learning Engineer,212800,USD,212800,US,0,US,M
83513,2024,MI,FT,Software Engineer,200200,USD,200200,US,0,US,M
83515,2024,SE,FT,Machine Learning Engineer,294000,USD,294000,US,0,US,M
83517,2024,SE,FT,Machine Learning Engineer,296300,USD,296300,US,0,US,M
83521,2024,MI,FT,Software Engineer,250600,USD,250600,US,0,US,M
83524,2024,SE,FT,Machine Learning Engineer,218800,USD,218800,US,100,US,M
83525,2024,MI,FT,Software Engineer,264200,USD,264200,US,0,US,M
83526,2024,MI,FT,Software Engineer,143100,USD,143100,US,0,US,M
83527,2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
83531,2024,SE,FT,Software Engineer,410000,USD,410000,US,0,US,M
83534,2024,SE,FT,Software Engineer,212800,USD,212800,US,0,US,M
83535,2024,MI,FT,Research Scientist,239000,USD,239000,US,0,US,M
83541,2024,SE,FT,Software Development Engineer,294000,USD,294000,US,0,US,M
83543,2024,SE,FT,Engineer,183600,USD,183600,US,0,US,M
83544,2024,SE,FT,Engineer,121900,USD,121900,US,0,US,M
83545,2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
83546,2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
83548,2024,SE,FT,Engineering Manager,219300,USD,219300,US,0,US,M
83552,2024,SE,FT,Manager,123000,USD,123000,US,0,US,M
83553,2024,SE,FT,Software Engineer,136175,USD,136175,US,0,US,M
83554,2024,SE,FT,Software Engineer,85247,USD,85247,US,0,US,M
83556,2024,SE,FT,Software Developer,135400,USD,135400,US,0,US,M
83557,2024,MI,FT,Research Scientist,173000,USD,173000,US,0,US,M
83558,2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M
83562,2024,MI,FT,Software Engineer,136300,USD,136300,US,0,US,M
83563,2024,MI,FT,Engineer,248700,USD,248700,US,0,US,M
83565,2024,MI,FT,Engineer,248700,USD,248700,US,0,US,M
83566,2024,MI,FT,Engineer,136300,USD,136300,US,0,US,M
83570,2024,SE,FT,Engineer,115000,USD,115000,US,0,US,M
83572,2024,SE,FT,Data Architect,126800,USD,126800,US,100,US,M
83577,2024,SE,FT,Data Scientist,207980,USD,207980,US,0,US,M
83580,2024,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
83583,2024,SE,FT,Data Analyst,90000,CAD,69230,CA,0,CA,M
83584,2024,SE,FT,Data Analyst,80000,CAD,61538,CA,0,CA,M
83586,2024,MI,FT,Data Analyst,71500,USD,71500,US,0,US,M
83593,2024,EX,FT,Software Engineer,214500,USD,214500,US,0,US,M
83594,2024,EX,FT,Software Engineer,157500,USD,157500,US,0,US,M
83595,2024,SE,FT,Software Engineer,174000,USD,174000,US,0,US,M
83597,2024,SE,FT,Associate,195000,USD,195000,US,0,US,M
83599,2024,SE,FT,Analyst,118900,USD,118900,US,0,US,M
83601,2024,MI,FT,Manager,150000,USD,150000,US,0,US,M
83604,2024,SE,FT,Consultant,101000,USD,101000,US,100,US,M
83607,2024,SE,FT,Software Engineer,174000,USD,174000,US,0,US,M
83608,2024,SE,FT,Software Engineer,104000,USD,104000,US,0,US,M
83611,2024,SE,FT,Software Engineer,182400,USD,182400,US,0,US,M
83612,2024,SE,FT,Software Engineer,104200,USD,104200,US,0,US,M
83613,2024,MI,FT,Software Engineer,168700,USD,168700,US,0,US,M
83614,2024,MI,FT,Software Engineer,96400,USD,96400,US,0,US,M
83618,2024,MI,FT,Manager,99190,USD,99190,US,0,US,M
83624,2024,SE,FT,Platform Engineer,141400,USD,141400,US,0,US,M
83626,2024,SE,FT,Data Analyst,92036,USD,92036,US,100,US,M
83628,2024,SE,FT,Decision Scientist,90000,USD,90000,US,0,US,M
83630,2024,MI,FT,Manager,220000,USD,220000,US,0,US,M
83633,2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M
83638,2024,SE,FT,Data Scientist,119700,USD,119700,US,0,US,M
83639,2024,MI,FT,Data Manager,187352,USD,187352,US,0,US,M
83640,2024,MI,FT,Data Manager,132710,USD,132710,US,0,US,M
83641,2024,MI,FT,Data Management Specialist,67300,USD,67300,US,0,US,M
83642,2024,MI,FT,Data Management Specialist,46400,USD,46400,US,0,US,M
83644,2024,MI,FT,Business Intelligence Developer,76000,USD,76000,US,0,US,M
83646,2024,SE,FT,Engineer,88300,USD,88300,US,0,US,M
83647,2024,MI,FT,Software Engineer,45000,EUR,50000,LT,0,LT,M
83654,2024,SE,FT,Consultant,127200,USD,127200,US,0,US,M
83657,2024,MI,FT,Product Manager,252000,USD,252000,US,0,US,M
83662,2024,SE,FT,Manager,220000,USD,220000,US,0,US,M
83663,2024,SE,FT,Software Engineer,135000,USD,135000,US,0,US,M
83665,2024,MI,FT,Engineer,258750,USD,258750,US,0,US,M
83666,2024,MI,FT,Engineer,128000,USD,128000,US,0,US,M
83667,2024,MI,FT,Engineer,339250,USD,339250,US,0,US,M
83668,2024,MI,FT,Engineer,148000,USD,148000,US,0,US,M
83669,2024,SE,FT,Analyst,102000,USD,102000,US,0,US,M
83671,2024,EN,FT,Data Analyst,130000,USD,130000,US,0,US,M
83674,2024,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
83675,2024,SE,FT,Data Analytics Lead,172080,USD,172080,US,0,US,M
83677,2024,SE,FT,Data Analytics Lead,192500,USD,192500,US,0,US,M
83680,2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
83681,2024,SE,FT,Data Scientist,221000,USD,221000,US,0,US,M
83683,2024,MI,FT,Data Scientist,95000,USD,95000,US,100,US,M
83685,2024,MI,FT,Manager,234240,USD,234240,US,0,US,M
83687,2024,SE,FT,Consultant,152000,USD,152000,US,0,US,M
83688,2024,SE,FT,Consultant,142000,USD,142000,US,0,US,M
83689,2024,MI,FT,Data Engineer,123600,USD,123600,US,0,US,M
83693,2024,SE,FT,Data Architect,161800,USD,161800,US,0,US,M
83695,2024,SE,FT,ML Infrastructure Engineer,234200,USD,234200,US,0,US,M
83696,2024,SE,FT,ML Infrastructure Engineer,124000,USD,124000,US,0,US,M
83697,2024,SE,FT,AI Architect,300000,USD,300000,US,0,US,M
83698,2024,SE,FT,AI Architect,170000,USD,170000,US,0,US,M
83701,2024,SE,FT,Software Engineer,239127,USD,239127,US,0,US,M
83703,2024,SE,FT,Software Engineer,196000,USD,196000,US,0,US,M
83705,2024,SE,FT,Product Manager,286000,USD,286000,US,0,US,M
83706,2024,SE,FT,Product Manager,143000,USD,143000,US,0,US,M
83709,2024,EN,FT,Data Engineer,72000,USD,72000,US,0,US,M
83710,2024,EN,FT,Data Engineer,64000,USD,64000,US,0,US,M
83712,2024,EX,FT,Data Engineer,130500,USD,130500,US,0,US,M
83713,2024,EN,FT,Data Analyst,112500,EUR,125000,FR,0,FR,M
83718,2024,SE,FT,Data Scientist,175100,USD,175100,US,100,US,M
83720,2024,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
83721,2024,SE,FT,Solutions Architect,239000,USD,239000,US,0,US,L
83726,2024,SE,FT,Applied Scientist,150400,USD,150400,US,0,US,L
83727,2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
83729,2024,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
83730,2024,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
83733,2024,MI,FT,Software Engineer,165200,USD,165200,US,0,US,M
83734,2024,MI,FT,Software Engineer,132000,USD,132000,US,0,US,M
83735,2024,MI,FT,Data Engineer,143000,USD,143000,US,100,US,M
83736,2024,MI,FT,Data Engineer,95300,USD,95300,US,100,US,M
83737,2024,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
83739,2024,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
83742,2024,SE,FT,Data Engineer,111000,USD,111000,US,0,US,M
83748,2024,SE,FT,Data Engineer,79874,USD,79874,CA,0,CA,M
83750,2024,SE,FT,Data Engineer,79874,USD,79874,CA,0,CA,M
83751,2024,EX,FT,Head of AI,200000,USD,200000,US,0,US,M
83752,2024,EX,FT,Head of AI,170000,USD,170000,US,0,US,M
83753,2024,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
83760,2024,MI,FT,Data Scientist,165000,USD,165000,US,100,US,M
83761,2024,SE,FT,Engineer,190000,USD,190000,US,0,US,M
83762,2024,SE,FT,Engineer,152000,USD,152000,US,0,US,M
83763,2024,MI,FT,AI Specialist,120000,USD,120000,US,0,US,M
